SampleTimeStamp;SentTimeStamp;ReceivedTimeStamp;acceleration;steering;isValid;
1513353117.575632;1513353117.575632;1513353117.575697;3;-0.5520079;1;
1513353117.585557;1513353117.585557;1513353117.585601;3;-0.5520081;1;
1513353117.595557;1513353117.595557;1513353117.595602;3;-0.5520083;1;
1513353117.605549;1513353117.605549;1513353117.605586;3;-0.5520085;1;
1513353117.61555;1513353117.61555;1513353117.615585;3;-0.5520087;1;
1513353117.625537;1513353117.625537;1513353117.625574;3;-0.5520089;1;
1513353117.635564;1513353117.635564;1513353117.635603;3;-0.552009;1;
1513353117.64557;1513353117.64557;1513353117.645608;3;-0.5520092;1;
1513353117.655569;1513353117.655569;1513353117.655608;3;-0.5520094;1;
1513353117.665566;1513353117.665566;1513353117.665603;3;-0.5520095;1;
1513353117.675559;1513353117.675559;1513353117.675598;3;-0.5520097;1;
1513353117.685563;1513353117.685563;1513353117.6856;3;-0.5520099;1;
1513353117.695546;1513353117.695546;1513353117.695583;3;-0.55201;1;
1513353117.70557;1513353117.70557;1513353117.70561;3;-0.5520102;1;
1513353117.715563;1513353117.715563;1513353117.715603;3;-0.5520104;1;
1513353117.725561;1513353117.725561;1513353117.725597;3;-0.5520105;1;
1513353117.735565;1513353117.735565;1513353117.735601;3;-0.5520107;1;
1513353117.745561;1513353117.745561;1513353117.745598;3;-0.5520108;1;
1513353117.755567;1513353117.755567;1513353117.755605;3;-0.5520109;1;
1513353117.765563;1513353117.765563;1513353117.765601;3;-0.5520111;1;
1513353117.775563;1513353117.775563;1513353117.775601;3;-0.5520112;1;
1513353117.785561;1513353117.785561;1513353117.785599;3;-0.5520113;1;
1513353117.795566;1513353117.795566;1513353117.795602;3;-0.5520114;1;
1513353117.805564;1513353117.805564;1513353117.8056;3;-0.5520115;1;
1513353117.815568;1513353117.815568;1513353117.815606;3;-0.5520117;1;
1513353117.825535;1513353117.825535;1513353117.825573;3;-0.5520118;1;
1513353117.835568;1513353117.835568;1513353117.835605;3;-0.552012;1;
1513353117.845547;1513353117.845547;1513353117.845583;3;-0.5520121;1;
1513353117.855741;1513353117.855741;1513353117.85578;3;-0.5520121;1;
1513353117.865565;1513353117.865565;1513353117.865602;3;-0.5520123;1;
1513353117.875572;1513353117.875572;1513353117.87561;3;-0.5520124;1;
1513353117.885566;1513353117.885566;1513353117.885602;3;-0.5520125;1;
1513353117.895583;1513353117.895583;1513353117.895625;3;-0.5520126;1;
1513353117.905611;1513353117.905611;1513353117.905695;3;-0.5520127;1;
1513353117.915787;1513353117.915787;1513353117.915825;3;-0.5520128;1;
1513353117.925575;1513353117.925575;1513353117.925613;3;-0.5520129;1;
1513353117.935572;1513353117.935572;1513353117.935609;3;-0.552013;1;
1513353117.94556;1513353117.94556;1513353117.945597;3;-0.5520131;1;
1513353117.955553;1513353117.955553;1513353117.955591;3;-0.5520132;1;
1513353117.965556;1513353117.965556;1513353117.965593;3;-0.5520133;1;
1513353117.975564;1513353117.975564;1513353117.9756;3;-0.5520134;1;
1513353117.98556;1513353117.98556;1513353117.985597;3;-0.5520135;1;
1513353117.995543;1513353117.995543;1513353117.995582;3;-0.5520136;1;
1513353118.005567;1513353118.005567;1513353118.005605;3;-0.5520136;1;
1513353118.015696;1513353118.015696;1513353118.015738;3;-0.5520137;1;
1513353118.025569;1513353118.025569;1513353118.025607;3;-0.5520138;1;
1513353118.035568;1513353118.035568;1513353118.035607;3;-0.5520139;1;
1513353118.045571;1513353118.045571;1513353118.04561;3;-0.552014;1;
1513353118.055589;1513353118.055589;1513353118.055634;3;-0.5520141;1;
1513353118.065569;1513353118.065569;1513353118.065609;3;-0.5520141;1;
1513353118.075566;1513353118.075566;1513353118.075602;2.923214;-0.5520142;1;
1513353118.085604;1513353118.085604;1513353118.08566;2.929599;-0.5408822;1;
1513353118.09559;1513353118.09559;1513353118.095654;2.934616;-0.529968;1;
1513353118.105562;1513353118.105562;1513353118.1056;2.9384;-0.5192635;1;
1513353118.115541;1513353118.115541;1513353118.11558;2.941073;-0.5087616;1;
1513353118.125733;1513353118.125733;1513353118.125769;2.942745;-0.4984558;1;
1513353118.13555;1513353118.13555;1513353118.135586;2.943516;-0.4883403;1;
1513353118.145532;1513353118.145532;1513353118.145569;2.943472;-0.4784101;1;
1513353118.155685;1513353118.155685;1513353118.155723;2.942694;-0.4686604;1;
1513353118.165563;1513353118.165563;1513353118.165599;2.941253;-0.4590867;1;
1513353118.175516;1513353118.175516;1513353118.175552;2.939214;-0.4496851;1;
